giftid,GiftDate,DonationAmount,gifttype,id
3585,4/15/2021,50,Credit,a14ff909739f20ef02749102caea1029
3588,4/15/2021,32,Credit,13c717bfb15556bd1af77cd05f2045fe
3590,4/16/2021,103.4,Credit,574f854141db8bead97fc8f2a2a80de8
3590,4/16/2021,103.4,Credit,574f854141db8bead97fc8f2a2a80de8
3592,4/16/2021,86.16,Credit,6766ebf70a32b9f3cb5cadb8f14b6358
6371,5/5/2020,100,Other,07b751ec6ed9fe164f646207f1b1e023
6374,5/2/2020,100,Other,4ec9cdb0c8976e13af1da7b4a3a2f933
6376,3/8/2021,10.34,EFT,d59f2dc4f7f948dcfb4ff263ee2c4854
6381,5/2/2020,25,Other,780b01eaffc6c979100eeccb997316a7
6396,5/5/2020,25,Other,3dc1cb41f2e812e04a6d79c2fe5ce4d0
6402,5/5/2020,10,Other,8ff3836da8a7d029d25e54f9b3cbd3b3
6404,5/5/2020,50,Other,926903a8b8282774d1278ea8366dd4d4
6407,5/5/2020,50,Other,24b8142c91c92909447191884fd2b856
12329,8/10/2020,51.7,Credit,8a56dabaddd2e3a0f73c6f52c05a0ce4
12330,8/10/2020,206.8,Credit,45723803d737e235c7ab1f891183a9d2
12332,8/11/2020,10.34,Credit,de1da6e73f20194f001da2c4c4cde7d3
12336,11/23/2020,103.4,Credit,501eccde93291e1722f8008f8fa9cd6b
12337,8/11/2020,51.7,Credit,b45a190b3dbfe6c90e0c377d8d1c86ef
12340,11/23/2020,51.7,Credit,f67e7dcbd0708b8c8ab22d8e22129b91
12345,8/11/2020,100,Credit,51a5734f8f572947cfecabcce7ae0d76
12347,11/23/2020,103.4,Credit,60b5b95c64a9ac9fd2378d4845f1aa18
12351,8/11/2020,10.34,Credit,5633d706e62a3d5057e4d1c55fcf06c2
12352,11/23/2020,25.85,Credit,d6556d018ea677effe9238b891ef3c63
15070,7/14/2020,206.8,Credit,8f1c1dd96d5d2e15a693ecb7bff94fac
15075,6/25/2020,258.5,Credit,43e0ccd62bc442c4b2c1e46eacb5c2d1
15075,6/25/2020,258.5,Credit,43e0ccd62bc442c4b2c1e46eacb5c2d1
15082,7/14/2020,100,Credit,638a0fe804e7ef2537acddc93bce5341
15084,7/14/2020,100,Credit,34be09ba4c7e3ee3b1155be500391dd3
15094,7/14/2020,206.8,Credit,20f3e8b48453470306b1facd0814b16a
15094,7/14/2020,206.8,Credit,8e0c7fc92784a30292380b096527e339
15094,7/14/2020,206.8,Credit,360d3e547f9ae39059adb6400d448f12
15094,7/14/2020,206.8,Credit,20f3e8b48453470306b1facd0814b16a
15094,7/14/2020,206.8,Credit,20f3e8b48453470306b1facd0814b16a
15095,7/14/2020,200,Credit,0d5f9d378fe56962ea6667c2d57ba4a2
15101,11/18/2020,50,Credit,165edc44e6ca2427c8e69d0837cdcc1d
15104,6/25/2020,41.36,Credit,d6940f278a182ffa1d43e3e8814be5e1
15243,10/5/2020,20,Credit,b4fd25ceaed49a09505157779a4aad2a
15245,10/6/2020,51.7,Credit,f4cf392110f64a628b441ea7a58011d9
15249,10/6/2020,51.7,Credit,f1287323a96fabc897be7d1ed08bcb77
15251,10/6/2020,155.1,Credit,e3fb3cd089ecd1a5923da8c2fe305d8f
15254,10/6/2020,5.17,Credit,ce07c5ed22743fa9b5c5c031202aa23f
15254,10/6/2020,5.17,Credit,92ed6eaee8821b8cd24653fcf615d1c1
15254,10/6/2020,5.17,Credit,ce07c5ed22743fa9b5c5c031202aa23f
15263,10/7/2020,25,Credit,651db45590833682989ff535dd361bd8
15264,10/7/2020,20,Credit,ab985b71304ee98cd497c4da7c8a7764
15267,10/7/2020,81,Credit,574f854141db8bead97fc8f2a2a80de8
15267,10/7/2020,81,Credit,574f854141db8bead97fc8f2a2a80de8
15273,10/7/2020,100,Credit,f2aa825991e7f116ae200875dcb58657
15276,10/8/2020,103.4,Credit,0e25b5d1e29a619620a15fbca78da0e0
17045,3/3/2022,103.27,Credit,f09544d8ec7f6e60a06f009b59bca856
17049,3/4/2022,206.24,Credit,a6fb73ad655873fc6c67daad053e3a2c
17054,11/10/2021,50000,EFT,63e1451ab06e961a6bd9a55a5118d3d8
17058,3/8/2022,52.18,Credit,6766ebf70a32b9f3cb5cadb8f14b6358
17059,3/9/2022,10.6,Credit,6e5046f38980dfeb34f3a5cb85121d98
17059,3/9/2022,10.6,Credit,a920b775f515cf115fa2e0fb2ba1e3d6
17059,3/9/2022,10.6,Credit,6e5046f38980dfeb34f3a5cb85121d98
17061,3/10/2022,154.75,Credit,ec145ee892753b4b79a7cf72860bd0ff
17061,3/10/2022,154.75,Credit,ec145ee892753b4b79a7cf72860bd0ff
17062,3/10/2022,154.75,Credit,20ce7eea4b6b3ea073cfcff7bd7fa978
17064,3/10/2022,52.18,Credit,09a1e7e4659f532acb44f5aa8507951b
17066,3/11/2022,103.27,Credit,6789ddf8ce0cd44fa000ae36ca5315ea
17066,3/11/2022,103.27,Credit,cbe6e7230be8ab2a67af51796e022ef0
17066,3/11/2022,103.27,Credit,cbe6e7230be8ab2a67af51796e022ef0
17177,3/23/2022,51.79,Credit,fb303dcedc4e5ebe5477659efa460d14
17178,3/23/2022,10.6,Credit,6da19bb333762e9f17b51086a2b332ce
17184,3/23/2022,5217.62,Credit,38ca92fabfcf60453fdb1ec35dd462f8
17185,3/23/2022,10435.23,Credit,38ca92fabfcf60453fdb1ec35dd462f8
17190,3/24/2022,26.05,Credit,b8badc62d68070793c342a087fe7a347
17194,3/25/2022,26.05,Credit,28d4ae8d9416f8178165b3f41452f268
17195,3/25/2022,25,Credit,07e50bccb623e33879c1733bd1704f67
17195,3/25/2022,25,Credit,ab55571e5e855fb7925bf4e51d73c5ab
342,12/1/2020,103.4,EFT,f84ae3901f160587b5e6a96c6943a569
344,11/23/2020,15.51,EFT,fadf501c9f157c73e0dd3bb02f987edc
346,12/1/2020,51.7,EFT,07e50bccb623e33879c1733bd1704f67
346,12/1/2020,51.7,EFT,ab55571e5e855fb7925bf4e51d73c5ab
349,12/1/2020,103.4,EFT,04234cc154e2b1554b2a1f2125c18061
350,12/1/2020,51.7,EFT,2a3bc46014186751b032f4b40723747d
352,12/1/2020,103.4,EFT,de5990303ddbde825962c677c9cb9b00
353,12/1/2020,20.68,EFT,8468882e3b698ad5da1995a5e8162762
357,11/23/2020,52.73,EFT,23b2205a096c7dfbf693f57e8155ecfb
363,12/2/2020,206.8,EFT,7637cb1667346b48602f18230b1300c9
365,11/23/2020,51.7,EFT,8747b4fe65914ee2d7747ab9980b70db
375,12/25/2020,103.4,EFT,a2f2a95ca77a7072c46cefe9ef867982
510,12/7/2020,103.4,EFT,5112c7a135ed9a8b69bf8368e63bbb78
511,12/7/2020,51.7,EFT,c9a13570a484ac71af1d84fa79f711ef
513,11/23/2020,103.4,EFT,3788fb2a9d65d4016839b997a6a0c9a2
514,11/23/2020,51.7,EFT,0d2262cffeac2c61e2bab4738260d509
516,11/23/2020,103.4,EFT,73296e40d36e82bdfbb79e1f04cb2580
523,11/23/2020,103.4,EFT,f543eafd6a36dd2be38c7079d03c6b23
536,11/23/2020,103.4,EFT,6830e2238610023eece428f9f8355b96
537,11/23/2020,20.68,EFT,1bb2c65b8ac08ae9812997e92f8f1a53
542,11/23/2020,20.68,EFT,7e4c5312d06c58a26f8992abf0dc81d3
3327,3/19/2021,103.4,Credit,1e25e5929158b5ef3062e7fa07951855
3333,3/19/2021,51.7,Credit,963adef197e220aa8736a1a0b1d08285
3338,3/20/2021,156,Credit,6789ddf8ce0cd44fa000ae36ca5315ea
3338,3/20/2021,156,Credit,cbe6e7230be8ab2a67af51796e022ef0
3338,3/20/2021,156,Credit,cbe6e7230be8ab2a67af51796e022ef0
3339,3/20/2021,3.1,Credit,907b2d4a2660613b39807c331ca9b0c1
3344,3/20/2021,103.4,Credit,d04726d8a2136797828c35728426c0d5
3345,3/21/2021,25.85,Credit,a619b0383c7a122169f71b04cee3d05a
3345,3/21/2021,25.85,Credit,a619b0383c7a122169f71b04cee3d05a
3350,3/22/2021,103.4,Credit,be654f2a68471a228a0e65fb9a6473c5
3351,3/22/2021,15.51,Credit,f4aea82573d8f04f2761f123bb0e117c
3361,3/24/2021,25.85,Credit,d6556d018ea677effe9238b891ef3c63
3365,3/24/2021,25.85,Credit,ad2838dffa5a2b39cb145e2a39316391
3506,4/6/2021,103.4,Credit,fb303dcedc4e5ebe5477659efa460d14
3508,4/6/2021,103.4,Credit,462d425a63c8b3e0eb6e6cf61f73bf15
3510,4/7/2021,5.17,Credit,ce07c5ed22743fa9b5c5c031202aa23f
3510,4/7/2021,5.17,Credit,92ed6eaee8821b8cd24653fcf615d1c1
3510,4/7/2021,5.17,Credit,ce07c5ed22743fa9b5c5c031202aa23f
3514,12/11/2020,10.34,Credit,6e5046f38980dfeb34f3a5cb85121d98
3514,12/11/2020,10.34,Credit,a920b775f515cf115fa2e0fb2ba1e3d6
3514,12/11/2020,10.34,Credit,6e5046f38980dfeb34f3a5cb85121d98
3515,4/8/2021,81,Credit,574f854141db8bead97fc8f2a2a80de8
3515,4/8/2021,81,Credit,574f854141db8bead97fc8f2a2a80de8
3527,12/11/2020,51.7,Credit,0478380c45d63ac54caa9e12bb7487ec
3527,12/11/2020,51.7,Credit,245106590240975090eb4132f8e95af6
3535,4/9/2021,5.17,Credit,7c7314ecf84cc248bec611cf520ef28b
3545,4/10/2021,7,Credit,990f4b12652b8de1d8727e67229faccd
3546,12/11/2020,103.4,Credit,bc9ac3b151c1f4b87933b81fd0711a22
6325,5/2/2020,50,Other,66072faa5626c2f16ad2a158f959db75
6326,5/2/2020,25,Other,b3070e45beb480f69cb4a78c277cbfe9
6328,5/5/2020,100,Other,289034a40bba1f7d57bcb3feb635aaa6
6335,3/3/2021,103.4,EFT,9b65b524750b0efd791c4cdf59448f8d
6343,5/2/2020,100,Other,8ae63a7aa7c31a54948df0833c38c48a
6344,5/5/2020,100,Other,de9eb9a2714de7b547012871319dd787
6347,5/2/2020,200,Other,53631ffd65f2a80cf522e8c1330069d2
6348,5/2/2020,100,Other,e18fdc931357ab367736aa33bd31546a
6505,5/5/2020,10,Other,2b9e384ea2ff7c1e934c23e5bfabe313
6506,5/5/2020,50,Other,6cb588556d009cc66aa6df507f3fa108
6507,5/2/2020,100,Other,fa3c1565ff56baaa20400f1c3ce70509
6509,5/2/2020,50,Other,94c7918d98cd8093d07848fca1b8359b
6513,5/5/2020,100,Other,7ca9e6f3f30a33afa940ae297a5876e0
6515,5/5/2020,200,Other,e5416cfc4cac7f5185cbfa42fb3439c1
6518,5/14/2020,258.5,EFT,319dd095926b7a89055f72580bc284ec
6518,5/14/2020,258.5,EFT,319dd095926b7a89055f72580bc284ec
6520,5/15/2020,103.4,EFT,77abff7ce3694fff5d85f6eae6f8bb08
6525,5/5/2020,100,Other,14c3882338297c71eca37bf652911603
6527,5/5/2020,25,Other,8441528eb3851ec65fe496c4db1af3bc
6538,5/5/2020,25,Other,02ece48ee68b3729eb4ce970927abfa2
6539,5/5/2020,25,Other,48322d8b54348a7282508533fb626e16
9337,2/12/2021,103.4,Credit,a08f4606f512aebb6afecf939891a39d
9337,2/12/2021,103.4,Credit,b22ad4f9f12ce397314b9f88aedf6c5c
9337,2/12/2021,103.4,Credit,959ec1585394fd6affe425255dd9b83e
9338,2/12/2021,103.4,Credit,a08f4606f512aebb6afecf939891a39d
9338,2/12/2021,103.4,Credit,b22ad4f9f12ce397314b9f88aedf6c5c
9338,2/12/2021,103.4,Credit,959ec1585394fd6affe425255dd9b83e
9348,2/12/2021,25.85,Credit,23242f7577328c61b17bd8f1e1205b76
15215,11/12/2020,10.34,EFT,64a83ba999ab7268331890c6e2ceb66a
15216,11/12/2020,20,EFT,de91edca02c4931e837e097d9d2dff69
15225,10/26/2020,1000,Check,559d95c722bc05645cccdc8e8bcbe78f
15229,11/2/2020,20,Check,370c6cb89bee8dfa6dd78bf3d80898ef
15230,11/2/2020,80,Check,bd544c662fb4bc8de87bd639c3dd40e8
15234,11/9/2020,350000,Check,70f1c4e997bee1a879a80cf3e11455f1
15234,11/9/2020,350000,Check,f9fa7736215128a5fef92d456584aa14
15234,11/9/2020,350000,Check,7cc96d5055179d2fb02505873570c414
15239,10/5/2020,103.4,Credit,fb303dcedc4e5ebe5477659efa460d14
15241,10/5/2020,10.34,Credit,e02708581bab7353fd92492305c5352c
15241,10/5/2020,10.34,Credit,7f7950b2b250b6b1d356a0251b3c05ee
15241,10/5/2020,10.34,Credit,e02708581bab7353fd92492305c5352c
15241,10/5/2020,10.34,Credit,e02708581bab7353fd92492305c5352c
17021,2/28/2022,26.05,Credit,6c91075b0c6fdef0ad43dc77d25c3252
17025,2/28/2022,77.54,Credit,fb7f5b72df2195ad406e43eec10ddb27
17026,3/1/2022,52.18,Credit,6766ebf70a32b9f3cb5cadb8f14b6358
17028,3/1/2022,51.79,Credit,a14ff909739f20ef02749102caea1029
17037,3/2/2022,7.52,Credit,990f4b12652b8de1d8727e67229faccd
17040,1/6/2022,200,Check,78eb0a3e1961f83e43df6bdd256a4b24
17142,3/21/2022,104.35,Credit,d7dcd94e58c1ac2a5816eea53ea14fb3
17145,3/21/2022,5.46,Credit,5a3cd4d576576f8353dc18d8594e5f7e
17154,3/22/2022,52.18,Credit,6766ebf70a32b9f3cb5cadb8f14b6358
17159,3/22/2022,51.79,Credit,ab888d24fcfbe1bdc1cc31156b6da594
17161,3/22/2022,5.46,Credit,ab5bfcf71bfe59066cb50f1bb980e87e
17162,3/22/2022,26.05,Credit,a62101679db87ee563425443e27075c3
17164,3/22/2022,10.6,Credit,51be99d7aa9d7d33f8b86db49d7771e0
291,12/1/2020,25.85,EFT,1799917637228ea25738035799aed671
296,12/1/2020,103.4,EFT,703c975aa3103619c489617a138e16e5
296,12/1/2020,103.4,EFT,683e38c3de09955565cafda87bb7c722
302,12/1/2020,10.34,EFT,7bba474ddf020ed866b13fd35cbe5f50
303,8/24/2020,103.4,EFT,f5eb5bffc4405c2e4c08bace0d025304
303,8/24/2020,103.4,EFT,f5eb5bffc4405c2e4c08bace0d025304
304,12/1/2020,51.7,EFT,5008592a48fd4f838f3f7beaebdd1c26
305,12/1/2020,258.5,EFT,3bb6d940b5c212804eeafe22f3e98899
307,12/1/2020,25.85,EFT,8747b4fe65914ee2d7747ab9980b70db
317,11/23/2020,103.4,EFT,e561e13d75fae475cd2777c987b1708a
318,12/1/2020,10.34,EFT,ab384cd744ffaa4f95945efabb0d14f4
319,12/1/2020,51.7,EFT,28ff7794a69b1e9859a738a8572c001d
321,12/1/2020,103.4,EFT,1c458b817d619972777bf564f7c2be30
322,12/1/2020,51.7,EFT,ac90d4bdbc7ede74894ea13cc396ff96
323,12/1/2020,103.4,EFT,770472ca52eaa0513c2cadfedd57b9a2
324,12/24/2020,25.85,EFT,95a8f1816c31dc98b9b6a5d5c6e5ff75
327,12/1/2020,51.7,EFT,da67667440f0499491213e7f368b990b
328,12/1/2020,103.4,EFT,4ef42efa6d89b0ab461467b8a46ffbe3
464,12/25/2020,103.4,EFT,5ce5afd6a9c94e6946cc8568407af5c6
465,11/23/2020,51.7,EFT,e30fb82f61637a1d26aa1d9082f8beb5
475,12/6/2020,50,EFT,4884647b9905a50ce46780302f657939
476,11/23/2020,103.4,EFT,f84ae3901f160587b5e6a96c6943a569
479,11/23/2020,206.8,EFT,5656f9f788b1e6c2cf41bd845d91e41e
481,11/23/2020,103.4,EFT,f5db854ba5d58e9a98ff28c36f95d11f
485,11/23/2020,10,EFT,3d03bb0f9a8c29d4a87fdfd23ca88f6b
497,11/23/2020,258.5,EFT,6c61fbaee0dc55d5e8a29f5f362412d0
504,12/7/2020,258.5,EFT,1ac60325e24a7548c8553b9682cf8c8c
507,12/25/2020,206.8,EFT,6ba9bea504c2aecc1c53b87f86f2f49a
3283,12/4/2020,155.1,Credit,20ce7eea4b6b3ea073cfcff7bd7fa978
3284,12/25/2020,103.4,Credit,0a0d53c9993775eaaa6bd3b9253f4683
3289,12/4/2020,15,Credit,28d4ae8d9416f8178165b3f41452f268
3290,12/25/2020,10.34,Credit,8feaa3dbb6ab463f5f28c535d87238dc
3291,12/25/2020,103.4,Credit,f4e446bc09aa3afc109d268dffdb429a
3298,11/23/2020,1034.01,Credit,fe6ec41cf6e48867034c091272f209b2
3302,12/25/2020,51.7,Credit,db8372e93a30f6cdb5a94fd93cfa5388
3318,12/4/2020,500,Credit,3bf867847c62c1ce6a3049e4f5478d81
3466,4/1/2021,103.4,Credit,88ca081cd22595357863767e9f6177fe
3469,4/2/2021,5.17,Credit,6df7e70d3558d4d55207ef9ac87f1f60
3469,4/2/2021,5.17,Credit,6df7e70d3558d4d55207ef9ac87f1f60
3470,4/2/2021,32,Credit,a08f4606f512aebb6afecf939891a39d
3470,4/2/2021,32,Credit,b22ad4f9f12ce397314b9f88aedf6c5c
3470,4/2/2021,32,Credit,959ec1585394fd6affe425255dd9b83e
3472,4/2/2021,5.17,Credit,44ab96e3f0cd881d60a1dcc5fdab2658
3474,4/2/2021,51.7,Credit,d2905827860cd9f40125fe8e2f33f7d7
3475,4/2/2021,103.4,Credit,fb03022e388987c51199a145084ea688
3478,4/3/2021,51.7,Credit,6074dbe047bcdfd7c7d16263be419e31
3482,4/3/2021,51.7,Credit,02f8f1b8d93e317eb6770aede40fd261
3484,4/3/2021,517,Credit,2f57dee322fa5936da4cb28758ef8120
3488,4/4/2021,103.4,Credit,456cd5f9374b7c20854eeeec5f36c7ac
3491,12/10/2020,15,Credit,1814c0822e9861ae4a98a6abf0d8e7b5
3491,12/10/2020,15,Credit,1814c0822e9861ae4a98a6abf0d8e7b5
3491,12/10/2020,15,Credit,1814c0822e9861ae4a98a6abf0d8e7b5
3494,4/5/2021,15,Credit,28d4ae8d9416f8178165b3f41452f268
3495,4/5/2021,155.1,Credit,20ce7eea4b6b3ea073cfcff7bd7fa978
3496,12/10/2020,103.4,Credit,e489fbcdba3d8f12d4d091ff87890983
3499,12/11/2020,51.7,Credit,c1b27e0e63e81fc5ddbe38b24aad714d
3638,12/25/2020,20.68,Credit,de3fd7af74318a56e3b05a6819dcdc19
3640,12/5/2020,103.4,Credit,fb303dcedc4e5ebe5477659efa460d14
3643,11/23/2020,200,Credit,143dfe349c9bb052dda9465ea71fb8be
3644,11/23/2020,103.4,Credit,81c7d476a7943bad555e2ad4ecf5a343
3654,11/23/2020,103.4,Credit,e7fc39b60e046c829b8938b068ab37fe
3655,12/25/2020,103.4,Credit,bc025dd9ce0b0e77c00a5af53cf885c2
3656,11/23/2020,51.7,Credit,063f018cd5430076143ae94806fe167e
6300,5/5/2020,50,Other,c2ffe4621e2012d7cd789d838cce3b55
6301,5/5/2020,25,Other,f1422266037459b8ac2c1131ec6eac0c
6302,5/5/2020,50,Other,d350de12fc759a216f94146dd979fcb2
6307,5/5/2020,25,Other,2beb3c11c51025311a719b024a1dce4c
6316,5/2/2020,100,Other,ca81b8ef1581caab19a81b446c51f5fc
6319,5/5/2020,100,Other,7548d03ed03adc2e58f3fb7935ee4b4d
6458,5/5/2020,100,Other,92bb0cc75269c88b4597c2556d2a827c
6466,5/2/2020,18,Other,0cb675bbb8b63df44b1a0b7a455ec233
6473,5/5/2020,10,Other,d044beeede50cbc62f9fb63594e8e2cf
6479,5/5/2020,100,Other,31b6e344dc0f83e1baee4ea88bb8f02e
6481,5/5/2020,25,Other,cb3aa0619b47b608d9882651eb9834d5
6486,5/5/2020,100,Other,bd8a2c782b05fafcbe211b7b182abe32
6493,5/5/2020,100,Other,1ed1a3a1dbbf9e81657995b9ad942844
6633,5/5/2020,25,Other,c44584a34bd2b144cc69655811c20667
6635,5/3/2020,500,Other,66bdb205976ff013bea381acd0c4e5b1
6635,5/3/2020,500,Other,66bdb205976ff013bea381acd0c4e5b1
6641,5/3/2020,50,Other,faad7ff0f1540838baa8b19d362f120c
6642,5/5/2020,50,Other,d88f402fd111eebd7d03924e6f075ea1
6643,5/5/2020,10,Other,423bf595b4884081dc9c495bb621e7a5
6645,5/15/2020,51.7,EFT,8719cd04d7cc095c8fa738595ada2245
6654,5/5/2020,100,Other,9682e6378a19be4db7da4db3e62090dd
6660,5/5/2020,25,Other,6876603195165677334bd1fcb4475a3b
6667,5/3/2020,100,Other,62d25773c03a1ca2b10239d1c6bd54c0
9484,2/17/2021,50,Credit,bc577004ca58462a99a6f4ab336979e7
9489,3/14/2021,10.34,Credit,b7fcee68557adf91f34c4487d6e7dc1e
9489,3/14/2021,10.34,Credit,b7fcee68557adf91f34c4487d6e7dc1e
9491,3/14/2021,32,Credit,13c717bfb15556bd1af77cd05f2045fe
9496,3/14/2021,517,Credit,759b717873c39e0bbbc9ad37ff5a486a
9496,3/14/2021,517,Credit,759b717873c39e0bbbc9ad37ff5a486a
9498,9/26/2021,21,Credit,9d91577c29f5d27fe1ce309c7d1f844d
3570,4/13/2021,103.4,Credit,6700436166f5dc45856ed6a97b7803b2
3571,4/13/2021,51.7,Credit,f3d866b2c408887ae2e06eddbfb67def
3574,4/14/2021,51.7,Credit,18b1ce7dc02c6409a5fd9796eb2d7d6e
3574,4/14/2021,51.7,Credit,18b1ce7dc02c6409a5fd9796eb2d7d6e
3579,4/14/2021,50,Credit,a7a6a2abc1ae16f4e5e2f4ff050f3b3a
3580,4/15/2021,25,Credit,a5f317e20f943fa13dbff2cddfc7daf3
3580,4/15/2021,25,Credit,a5f317e20f943fa13dbff2cddfc7daf3
3581,4/15/2021,51.7,Credit,53466a4bc9b4fa588e4b12d17e8b26c7
3581,4/15/2021,51.7,Credit,53466a4bc9b4fa588e4b12d17e8b26c7
3582,4/15/2021,100,Credit,1b5bb3e4d7071026e9f9d98cf6a16cc3
3593,4/16/2021,100,Credit,ceda794c9eeaa39cd89fcec899474b5d
6368,3/8/2021,25.85,EFT,2edb72da3a03865df7f1fc63c8cac016
6373,5/5/2020,25,Other,1e64e0cb40ea105227b1f76e46693a75
6378,5/5/2020,25,Other,97786a5bd809d8d578c7829c4242a5f4
6379,5/2/2020,25,Other,a5b49d80f007b42dc9c0a87b5d3eea44
6382,5/2/2020,200,Other,6eea62363ebd2e6de6bba81fc0f946aa
6392,5/5/2020,25,Other,fccf68eccf3aa6d85167555571551f71
6393,5/2/2020,100,Other,6cdffe9f794cf074bb14811fb7746ee5
6395,5/2/2020,100,Other,defc749f2a8c6829be50786fae14a299
6399,5/5/2020,25,Other,a161c8acb93478fe4d60b97e5a5c7a55
6540,5/5/2020,100,Other,de19f534fb25da38c84aceb3f7360c1e
6549,5/5/2020,100,Other,a8cb046780dfb38cf8cc6933969ceaf5
14985,6/25/2020,50,Credit,7a8a7305dc3b9e9a24af3f8bea2b6b5c
14986,7/13/2020,51.7,Credit,7950351f35564e93e893c3d092219835
14991,11/17/2020,51.7,Credit,5de25c923dabd6af4be6159152d20ae9
14999,11/17/2020,51.7,Credit,b5e4b84e9a55ecc60813985831bee565
15000,11/17/2020,103.4,Credit,a4e1f1f84c3b42be23a5ddd7986cf475
15000,11/17/2020,103.4,Credit,c2f6955774ae75a1c2941eb039e7f44a
15000,11/17/2020,103.4,Credit,c2f6955774ae75a1c2941eb039e7f44a
15010,7/14/2020,51.7,Credit,7358403330b9aa7db83f32a3f2505c4b
15022,11/17/2020,51.7,Credit,b10d8642e08f4c2b839dc060582e8b70
15154,11/19/2020,258.5,Credit,7a03df8a908a7e4c18be85a40e8cebe6
15156,11/19/2020,25.85,Credit,a85902b3b51f1f36afb865d8eb3d8722
15170,10/9/2020,103.4,EFT,f708524aa55472e8af90b9adb3501a34
15178,10/16/2020,51.7,EFT,c0291ba4e3ccd985a51c4c9982a4ce48
15189,10/26/2020,5,Cash,33b0df18dbd68980c17f23e503df5e82
15192,10/29/2020,20.68,EFT,e66b25fc4cff54b8e93372cc0bb7c39a
15194,10/31/2020,20,EFT,c3c96bc96462652782176ec3ccb67325
15195,11/2/2020,500,EFT,c8ebfacca2863e2f1eb6100c015b7f71
15195,11/2/2020,500,EFT,c8ebfacca2863e2f1eb6100c015b7f71
16988,2/24/2022,154.75,Credit,96111a13fbec945535f47eb1bf259413
17000,2/26/2022,104.35,Credit,595ecc6e13f729f2fe317a86c3dc343d
17001,2/26/2022,26.05,Credit,5536f88fdcbda6b1d03540a43c58d13e
17007,2/28/2022,52.18,Credit,7f69673ff9f1bad9d55a3f34f43b0966
17008,2/28/2022,10.6,Credit,b128c5706d0bb1533ee0d36b12dede20
17012,2/28/2022,5.46,Credit,63f57752b4844fd2210109ca913ed166
17120,3/19/2022,36.35,Credit,b90e0812fbe2de2df0b4a50cb7821a02
17120,3/19/2022,36.35,Credit,b90e0812fbe2de2df0b4a50cb7821a02
17122,3/16/2022,691.3,Cryptocoin,c504967624ef2401d6556dc6a50a1aab
17137,3/21/2022,26.05,Credit,85e4b5ae9df52392ea34bd9ed5e8f202
17140,3/21/2022,26.05,Credit,e74dfe76c24dc17b6623f5880868ae37
17224,3/30/2022,26.05,Credit,dc5d9ee5cdc8da542821136d6f33c384
17234,3/31/2022,26.05,Credit,4ad3975cd6b0629c19e491fb46d09652
17235,3/31/2022,5,Credit,2bfc8ca3de9aa50213c482933362c8a8
17235,3/31/2022,5,Credit,f4beb6f3eb3b6df0ecfab1f33b8e4579
17235,3/31/2022,5,Credit,50a19d64fdce5da435d909b936c5bd52
17235,3/31/2022,5,Credit,3b0551c3aefae835e12e24de632b8123
265,9/14/2020,103.4,EFT,52005f87a727b28a3356d5ea7d9455e9
268,9/15/2020,51.7,EFT,dbff0ddc080bb2adc5a3bac93d318ebd
278,12/24/2020,20.68,EFT,7b4572b017c2b12dc67b5e3a21c300e9
285,12/1/2020,206.8,EFT,b75698f6fff1936e4f6bedfd73b10459
420,12/25/2020,103.4,EFT,c837a75a639efba3e313e82a8322f88c
423,11/23/2020,103.4,EFT,1ea47b10bf6a78c761e9176a7027c218
426,11/23/2020,50,EFT,3141f6b92ebc008c38b04a1ec6b0bf01
429,11/23/2020,25.85,EFT,468c664fc6e14c9bc0bfd793c6b36a60
432,11/23/2020,517,EFT,aa5ae92b47efffc35daf0b57282580f9
433,11/23/2020,517,EFT,31b6df9ffe26995f1157223617a5c1c2
436,11/23/2020,51.7,EFT,1df3378ac7514f6dfa018add1bacc25c
439,11/23/2020,258.5,EFT,bef5ea1050cdf68d998356180231cf05
444,11/23/2020,103.4,EFT,7ecd6f55ffdcd41c643a71ebe0f729d5
446,11/23/2020,103.4,EFT,e56a9fba692e00501158d39ad4ca21cc
449,12/25/2020,103.4,EFT,0f05af780a7f778fae98eb8ed56ebfbd
451,12/25/2020,517,EFT,4725dc2b652c069ece54c71a928cccfa
455,11/23/2020,103.4,EFT,8969df00d8883fc86de34428fdfb6ce0
456,11/23/2020,25.85,EFT,2f034e1094941674ff8437660880a6b5
603,11/24/2020,25,EFT,0fc730a740cd2d68ccc9e34b37b37635
607,12/9/2020,25,EFT,322ab134bf4b1dd2e7472410f57581aa
609,11/23/2020,51.7,EFT,a2195e435a08280008c5f75500a9e8df
612,12/9/2020,103.4,EFT,73035f579d2d410fe44b64641d1b044c
613,12/9/2020,103.4,EFT,73035f579d2d410fe44b64641d1b044c
615,11/24/2020,25.85,EFT,eb82c193c861fd86d31d7ac1c9e98c76
617,12/9/2020,103.4,EFT,93515ab3d78c7042e26dd14196f8f315
630,11/25/2020,103.4,EFT,cae0fce6a2c3ae988358569b66303542
633,11/24/2020,51.7,EFT,6ef77ed692f2f5c84b68810554f1f20e
635,12/10/2020,25.85,EFT,aaabebafcf7f3261b442d5e35fe28bf7
638,11/24/2020,100,EFT,7e62e2af731b1b9078a84733308271a8
639,12/10/2020,517,EFT,66d5ab40d80fdedf7ed3a3ff8e8b24ba
3281,11/23/2020,51.7,Credit,5a6a9ea4ff2882741d99688992c49659
