id,status,Sends,Opens,Clicks,lifetodategiving,yeartodategiving,lastgiftamount,lastgiftdate,ContactType,MonetaryTier,DonorStatus,IndividualDonorType,Tier3Classification
89ce7fad62fd5b95aaadaa1edb786cc0,subscribed,112,3,2,200,0,200,4/23/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
778fdf5a21efed6e372e0e0bc159f92d,subscribed,112,112,3,50,0,50,4/23/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
778fdf5a21efed6e372e0e0bc159f92d,subscribed,112,112,3,50,0,50,4/23/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
cec49095c9aef6252fbd30aae5345792,subscribed,112,29,2,200,0,200,4/23/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
778fdf5a21efed6e372e0e0bc159f92d,subscribed,112,112,3,50,0,50,4/23/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
6f6f6b553e98c17511288f863d274e4c,subscribed,113,42,0,0,0,0,4/24/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
c7c9e65b8729d427e68e71a209e8a0be,subscribed,112,43,3,200,0,200,4/24/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
6f6f6b553e98c17511288f863d274e4c,subscribed,113,42,0,0,0,0,4/24/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
85be7b6d968ac99800091726b107c887,unsubscribed,35,6,0,25,0,25,4/25/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
3ef677e12ddbc72a17996990f8da6202,subscribed,113,25,2,120,0,120,4/25/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
4e398381132c05c838eab0ca80389fe6,subscribed,113,139,4,100,0,100,4/25/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
d46b6cde82cc675bb5cbd1fa4cfe176c,subscribed,114,93,0,50,0,50,4/25/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
79ece5ac66ccad8e13ac7d2b3e10d4a1,subscribed,112,181,1,15,0,15,4/25/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
3039afd00fd3a6c4e94c3512500c86ef,subscribed,113,0,0,100,0,100,4/25/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
6d4ad80938bd0dab7089e02b387df85c,subscribed,114,31,4,250,0,250,4/27/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
6d4ad80938bd0dab7089e02b387df85c,subscribed,114,31,4,250,0,250,4/27/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
7244ab4036d24fd2560de91a281485ac,subscribed,113,122,0,500,0,500,4/28/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
73e0c0fb6a6cf5883b83631971510e56,subscribed,111,96,0,100,0,100,4/28/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
f6b8de6726f09d31830389e932c05741,subscribed,112,90,0,25,0,25,4/28/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
1aab1d1c1f7853bdb650670657965fc9,subscribed,114,313,0,100,0,100,4/28/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
1588fc966af14ac901287b58c3631d87,subscribed,112,73,2,200,0,200,4/28/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
7244ab4036d24fd2560de91a281485ac,subscribed,113,122,0,500,0,500,4/28/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
0721a8dfd841b2106c516a687f08874a,subscribed,114,21,0,200,0,200,4/29/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
4ee11d8fa7cc8cacc0d6feba30f1de4a,subscribed,113,121,2,25,0,25,4/29/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
41a91e5aec109b8ba56fcbb91b9cff6b,subscribed,112,92,3,250,0,250,4/29/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
bd7c2c23e043d63e9985584656905a2b,subscribed,115,39,0,50,0,50,4/29/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
41a91e5aec109b8ba56fcbb91b9cff6b,subscribed,112,92,3,250,0,250,4/29/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
e3f35783a8e9eb53da89db9aba821a63,subscribed,111,157,1,10,0,10,4/29/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
bf9ed62e913ecd63c6d5135d11462bd7,unsubscribed,59,59,1,50,0,50,4/29/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
0815738fb489cfe790afa34bb16ef216,subscribed,112,67,1,50,0,50,4/29/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
32845fb8b8973d0536dfebcc7e857bbf,subscribed,112,62,0,50,0,50,4/29/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
e3cd0764e745f7baa17c5b2fb6682fde,subscribed,112,69,0,500,0,500,4/30/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
37153b13d94732f7ab90df31690457a5,subscribed,112,233,4,100,0,100,4/30/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
8f4be28c9cd9a3c13388a026ddb13e86,subscribed,113,52,0,25,0,25,4/30/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
0f2476c221fb3cac55ec0ec77252dcae,unsubscribed,107,38,0,10,0,10,4/30/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
6f2e9e9d6930f5f32f002cad7215b0fe,unsubscribed,112,3,0,10,0,10,4/30/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
a461fa941a9b8e6688807ad4629816a5,unsubscribed,11,4,0,25,0,25,4/30/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
e3cd0764e745f7baa17c5b2fb6682fde,subscribed,112,69,0,500,0,500,4/30/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
f2dc342b1d09946ead3875988c128ac3,subscribed,112,3,0,500,0,500,5/1/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
24d6b8b63b23e1611898c2780fec439b,unsubscribed,39,5,0,100,0,100,5/1/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
50cf6910d8c72faa8f9eaa4f138f20ff,subscribed,111,39,0,100,0,100,5/1/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
f6b355d63d06b37d2eff50625e247558,subscribed,112,56,1,200,0,200,5/1/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
ed16360b7743fead8577d328fc3f39f6,subscribed,114,18,0,200,0,200,5/1/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
92e19c1b15afd9c27a72c1414ae956f2,subscribed,113,81,0,100,0,100,5/1/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
2eb4496891d03ea1f13ddf643fa36388,unsubscribed,111,64,1,25,0,25,5/1/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
70071c232bc76b24e8a991fdf3a9d027,subscribed,113,6,0,100,0,100,5/1/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
f5aeb183c4e7b9d68a6a772a4073e014,subscribed,112,28,0,100,0,100,5/1/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
b76858182a1462234f5ac6c8e2c0493f,unsubscribed,10,1,0,25,0,25,5/1/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
6570b16a0792bfea2ecda18d2606e2fb,unsubscribed,0,0,0,200,0,200,5/1/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
0c6e92da5293f6d83fd37008fd40ee9f,subscribed,113,5,0,25,0,25,5/1/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
4b2f9e3aa5f0bec5450cee1b03deac39,subscribed,113,98,0,100,0,100,5/1/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
4d83304fada08274b89406d8896da7c3,subscribed,111,60,12,100,0,100,5/1/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
43b9e0a5bda52ed047b020f643b77ae1,unsubscribed,31,16,0,25,0,25,5/1/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
d88803f35fa6872c05fe4636986a9b3f,subscribed,114,70,0,100,0,100,5/1/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
2d33f63562b3955830cb43fb12faeabf,subscribed,113,34,1,100,0,100,5/1/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
f0866f9ce2ce37137b9cb785727c1dc9,subscribed,115,1,0,100,0,100,5/1/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
459965a8dcf5d53dd19038bd5a2d7689,subscribed,113,47,1,25,0,25,5/1/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
38d83ca029b48e28eef8788bce866506,unsubscribed,45,5,0,100,0,100,5/1/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
f2dc342b1d09946ead3875988c128ac3,subscribed,112,3,0,500,0,500,5/1/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
ec1112edaa6f45b8401e9942856734f4,subscribed,112,137,0,500,0,500,5/2/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
1609118235cd185f0f10a41ff70d7a67,unsubscribed,83,23,0,500,0,500,5/2/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
416f0027954b6af53e2f4b2b1ccbde44,subscribed,113,51,0,0,0,0,5/2/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
dc0ee6aabcce4c499b8cc189552d203f,subscribed,24,27,0,0,0,0,5/2/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
d3b792508ed637f9d6562565f63bd048,subscribed,65,70,0,250,0,250,5/2/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
cd4102a659821c3f2ce275a546229d51,subscribed,113,11,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
416f0027954b6af53e2f4b2b1ccbde44,subscribed,113,51,0,0,0,0,5/2/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
d3b792508ed637f9d6562565f63bd048,unsubscribed,65,70,0,250,0,250,5/2/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
b7fd5ca35a54977f372b81850b435986,subscribed,113,12,0,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
6eea8de2532767a7227bc303d76d70c2,subscribed,0,0,0,250,0,250,5/2/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
3c2f614c8f5d585f22e23bf7d600f80c,subscribed,112,22,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
d3f080dba3c918d53beab49c33e2de38,unsubscribed,18,18,7,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
3b57897b11380d0923b7deb899899bd7,subscribed,0,0,0,0,0,0,5/2/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
fa3c1565ff56baaa20400f1c3ce70509,subscribed,113,6,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
66072faa5626c2f16ad2a158f959db75,subscribed,113,113,6,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
7d08c391f4df423d629021d547a470e8,unsubscribed,33,10,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
2c6b49c24440c1e97a4acdb31a1a2a1d,subscribed,113,2,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
19b04e0a46c6a05e22270745dbc333e8,subscribed,112,63,3,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
79f5a173a74a267c0e437cc9e35e9281,subscribed,113,34,1,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
17b13d88cc4811b0ed1aeeb75794af8e,subscribed,113,11,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
e18fdc931357ab367736aa33bd31546a,unsubscribed,13,3,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
da8a8e5ea3045ca32a65d06b244570e9,subscribed,113,40,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
55fdf1b1f8f104cecb4c813bf4cfa378,unsubscribed,13,1,0,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
86868e9a8d888ece19d33877077cd762,unsubscribed,0,0,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
02a12d23fcc588a10afcdd877e72dbad,unsubscribed,0,0,0,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
2553d6abfb3d71d6fdc3eaa7c13ebf9a,unsubscribed,0,0,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
d2ccdea994342c0073dcade66712d0c5,subscribed,113,49,2,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
dea3e1c0a6001328c7ef6403a6db46ca,subscribed,114,42,0,10,0,10,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
e144cead8fe274cb13550911051daf7b,subscribed,112,35,0,200,0,200,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
23941bf3a96aa53faf5c1e9496b9c4d3,subscribed,113,0,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
ecd4e3d41897334bad83f9b9f523f7ff,subscribed,114,32,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
5f0ed198012f2dc398140da7b6573bd8,subscribed,114,24,0,10,0,10,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
48aedc4f91251938338e3b194e3aa70c,unsubscribed,0,0,0,36,0,36,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
278a012adbaf2c45570a7dce25d61287,unsubscribed,0,0,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
ca81b8ef1581caab19a81b446c51f5fc,unsubscribed,20,4,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
c5dfb2368a02e54cccd2e1793f4824a4,subscribed,114,31,1,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
86c8710681ee712cb271428c226d2542,subscribed,114,2,0,60,0,60,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
e8f5a9d623059095a3b62d255104ac06,unsubscribed,56,5,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
3c9ad7624e7b05da9d28c8d6aa829400,subscribed,114,26,1,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
8291f842977bc80c2ad69a12c6b6c992,unsubscribed,96,52,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
49b7289238c69289f20eb32234a937ef,subscribed,114,7,0,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
fd570b316ca02d4554aaa17a46fba758,subscribed,114,62,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
0cb675bbb8b63df44b1a0b7a455ec233,unsubscribed,0,0,0,18,0,18,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
dd501580d2db91862ef5a15632e3623d,subscribed,113,13,1,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
152b292ddf4b985e260ec5c9ed17525e,unsubscribed,96,6,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
e7afabb4a2a1ec34a6e52fdd3e83d036,subscribed,112,3,0,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
1cf712451fe788808799e3a14804818a,unsubscribed,103,89,1,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
63ef2a4ef2e65f0c0936ba9c4d186f6c,unsubscribed,94,9,1,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
92c704b213edb6b10e7588d9ec587d5c,subscribed,113,141,5,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
1cf9f292585cd388a0357e005199b1c9,subscribed,115,87,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
c7f27ebfdd805fd0047c697ad7747d36,subscribed,115,61,2,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
30d5cced699ed28eb771ec5846ecd4e7,unsubscribed,12,1,0,10,0,10,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
606153818cfc1554c3f2564da801544e,subscribed,113,0,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
22ef07fd5ebeb33740babbaa0c331778,unsubscribed,0,0,0,200,0,200,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
ca943630a5cc7c23a0fb80754a33ad11,subscribed,113,10,0,10,0,10,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
d8e379ed87893315cde2621f3a3b2a12,cleaned,70,0,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
56a76d78dd566a7e9282a51ebc91e7fd,subscribed,114,6,0,200,0,200,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
780b01eaffc6c979100eeccb997316a7,subscribed,113,25,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
28b57917ca8928a5b331cedc19b3caf2,subscribed,113,11,3,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
00807bfe5ad56b4d3a74e6643731a753,subscribed,113,87,0,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
cfdb9642c59065ffa410ce9edaf4d8a2,unsubscribed,105,14,3,200,0,200,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
a35e76a86642c29f46aefa4d8353c18a,subscribed,112,47,1,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
e2219eb9b81c90a6b07a0a33d3c85795,subscribed,113,5,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
6f1d4eb86d73520ad158746be98f7757,subscribed,113,19,0,200,0,200,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
315ce6b0f4513ce982f9d242baa67fa2,subscribed,112,11,0,10,0,10,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
12660bfb386ecbaa81750ef9e2ed18c6,unsubscribed,0,0,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
2a61cfb8a4063151f13d0751d2382e9b,unsubscribed,0,0,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
75641c9ceef260c818ea445f44a9bde3,subscribed,114,4,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
b0489d20921126a046c0c4aa6d832e67,unsubscribed,64,16,0,200,0,200,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
7ac95fad30daf4384e424cf91f27cbd3,unsubscribed,53,8,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
0ba0a6ee96cfaea3ca53fe4b1585b7c2,unsubscribed,13,19,1,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
e8d14c70e04b29d088477a79b86bc7e2,subscribed,113,8,1,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
5b40dff87256fa463c3a6f2077e1916b,subscribed,113,6,3,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
fde9e2f300785083be7a1467aebdc778,unsubscribed,95,2,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
ab58e4e615f20f0ef70cabea0380f4a2,subscribed,112,50,2,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
d518fdcf96b934054bb29d4310d1e3bb,unsubscribed,85,3,1,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
49deb8b2a785795cab027f5f39d2e40a,subscribed,113,62,0,10,0,10,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
95ef4ddeca662ae10533fc4134203ef0,subscribed,112,12,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
859dd275a6cb50023317fb814435de1e,subscribed,114,15,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
9589211c043325e8a5e4584b2d829d8c,unsubscribed,81,32,0,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
e9a48d41c64e582f5f4c0f9d3b6a8a96,subscribed,112,20,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
0d88a63fb44d5a477edaf5112e0bf0f4,subscribed,113,5,2,20,0,20,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
a1688d232d51bc221888cc0ff98da568,subscribed,114,5,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
2f75a129a928281a7bc3b7a8c58ec9c4,unsubscribed,8,4,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
8db602160ac45f617d1dc80d77982c95,subscribed,112,9,3,200,0,200,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
1491ccf2050a377b12b13c3bb2eb1689,subscribed,112,82,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
61d92f58f21fddac7ab01bd505d651d5,unsubscribed,37,5,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
ebb641ac679825e4595e80c95d58a4af,unsubscribed,0,0,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
6eea62363ebd2e6de6bba81fc0f946aa,unsubscribed,0,0,0,200,0,200,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
09a3473d2f2a7841d239796fb61794c3,unsubscribed,0,0,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
fdc9a88732b5816efcd23ccf7c101762,subscribed,114,17,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
4387079a2d0c168083b727b59379f26f,subscribed,114,6,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
58d1dd7260648d5db096141636789c13,subscribed,114,29,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
863f0e3e9ad5bdd177299688bca0dc2f,subscribed,114,3,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
72fbc57568d7133aa1adb32a787d5063,subscribed,112,21,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
bbb17ff90944ebb7f2e041ef87533f07,unsubscribed,6,7,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
6c1db9c77ea7db0afc45101b76044eb0,subscribed,113,50,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
6b309c64b77b41b71976d08670dbd66f,subscribed,115,2,2,200,0,200,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
d88d968a86e642981ab0b01fa8e47798,cleaned,27,13,2,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
a5b49d80f007b42dc9c0a87b5d3eea44,subscribed,113,3,3,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
c2ae6c5219ffefd0f14f26e314dee1c5,subscribed,115,1,0,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
70aee59d3465a89b1fe66f3386b36425,subscribed,113,17,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
8d03487cd07a8a2b3e69b9e0d402a42d,subscribed,114,34,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
6cdffe9f794cf074bb14811fb7746ee5,subscribed,113,38,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
6627fda0bcdd3cce3c67a5b2d0a8f8f8,subscribed,115,2,1,36,0,36,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
f9effe65854bf1546a156c7df0e07139,subscribed,114,6,2,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
69c6e78ede8ee50215a6c7890d0a1241,unsubscribed,55,7,0,200,0,200,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
b592cbe59aaaa4922f9258154ae59995,subscribed,112,16,0,200,0,200,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
823695099a48de4472fd2907126a7bbd,subscribed,114,81,2,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
6e0caa9243aad1da3f1950359abc7ef4,subscribed,115,46,1,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
47c361c498d77cde61b535ec29e153f8,subscribed,115,1,0,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
2fd7aab6d8187f3559236016a13a2c04,subscribed,112,6,3,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
1a3d981849a1c31ff07055abcd18014e,subscribed,114,81,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
ba1be20d994f668bc953bf43db099766,subscribed,115,37,0,200,0,200,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
09130b555ea557959017947469037278,subscribed,112,3,0,20,0,20,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
a950c4df30c0d2fa58cb30396f6ef429,subscribed,113,7,0,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
2acc53718cd97e058b56d0282faebebc,unsubscribed,44,0,0,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
3246474693a113d4553c74c2795a64f1,subscribed,113,215,3,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
7ed8641ea3e987d357e863056c79f4ff,subscribed,113,12,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
a7adc884426143013430c4b6291a3338,subscribed,115,14,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
55a153c4797b1e7f8851983f7e574c47,subscribed,112,3,0,100,0,100,5/2/2020,Donor,Diamond,SingleDonor,Single Donor,Single Donor
08c71194071c0642357b2a2eaa6bced5,subscribed,114,6,0,50,0,50,5/2/2020,Donor,Gold,SingleDonor,Single Donor,Single Donor
2ea5659fb904e624f4df7408074791f6,unsubscribed,25,11,0,25,0,25,5/2/2020,Donor,Silver,SingleDonor,Single Donor,Single Donor
ec1112edaa6f45b8401e9942856734f4,subscribed,112,137,0,500,0,500,5/2/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
9a18a47cfc850b26c8d57ce6efdcfd26,subscribed,8,13,0,500,0,500,5/2/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
b749fb6cec710c22a29ea733857afe19,subscribed,21,14,0,500,0,500,5/2/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
1609118235cd185f0f10a41ff70d7a67,subscribed,83,23,0,500,0,500,5/2/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
8dbf70de958f23855c0542f76aa8d593,subscribed,52,5,0,0,0,0,5/2/2020,Donor,Platinum,SingleDonor,Single Donor,Single Donor
